Quận / huyện,Tên,Địa chỉ,Note,Review,MXH,lat,lon
Hoàn Kiếm,Momentfilm Hạ Hồi,"https://www.google.com/maps/place/FilmoraVN+-+Premium+Selfbooth/@21.0282336,105.8448533,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab003d62ec9d:0x8ca100ebaff95370!8m2!3d21.0282336!4d105.8448533!16s%2Fg%2F11ypd1897k?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0282336,105.8448533
Hoàn Kiếm,Photo Palette - Hoàn Kiếm,"https://www.google.com/maps/place/Fancy+Film+Photobooth/@21.0267247,105.8450829,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab04a633e753:0xf898de8a7eb920bf!8m2!3d21.0267247!4d105.8450829!16s%2Fg%2F11xf2_fkfd?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0267247,105.8450829
Hoàn Kiếm,Haru Film Hàng Khay,"https://www.google.com/maps/place/Linh+Linh+Photo+Booth/@21.0255847,105.8524427,17z/data=!3m1!4b1!4m6!3m5!1s0x3135abc7e0a27eb9:0x15791b7ca649e98a!8m2!3d21.0255847!4d105.8524427!16s%2Fg%2F11wv23mwxt?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0255847,105.8524427
Hoàn Kiếm,Life4cuts photobooth - 인생네컷,"https://www.google.com/maps/place/Haru+Film+H%C3%A0ng+Khay/@21.0255341,105.8526345,17z/data=!3m1!4b1!4m6!3m5!1s0x3135aba5e1c3302d:0x1de1c0b31ce64ff5!8m2!3d21.0255341!4d105.8526345!16s%2Fg%2F11vx71xwm1?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0255341,105.8526345
Hoàn Kiếm,PHOTO TIME - LOTTE MALL WEST LAKE HANOI,"https://www.google.com/maps/place/Photo+Razzle+Dazzle+Ho%C3%A0n+Ki%E1%BA%BFm/@21.0250495,105.8529526,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab00543d48b5:0x22e9556fb2fdc52d!8m2!3d21.0250495!4d105.8529526!16s%2Fg%2F11ygx0b2hx?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0250495,105.8529526
Hoàn Kiếm,PHOTO TIME - 35B NGUYỄN HỮU HUÂN,"https://www.google.com/maps/place/Wis+Corner+-+Photobooth+85+Th%E1%BB%A3+Nhu%E1%BB%99m/@21.0230519,105.8485456,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab0019564efb:0x24982e8de11bcbdf!8m2!3d21.0230519!4d105.8485456!16s%2Fg%2F11x6vmfg50?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0230519,105.8485456
Hoàn Kiếm,Fancy Film Photobooth,"https://www.google.com/maps/place/MonoClick+PhotoBooth/@21.0218297,105.8500564,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab005d1b1abb:0xd4c0239175bbe91c!8m2!3d21.0218297!4d105.8500564!16s%2Fg%2F11x6b_bdbh?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0218297,105.8500564
Hoàn Kiếm,Foto.Flicker Photobooth,"https://www.google.com/maps/place/Momentfilm+H%E1%BA%A1+H%E1%BB%93i/@21.0212543,105.8476901,17z/data=!3m1!4b1!4m6!3m5!1s0x3135abb7196fe68b:0x9e7a0bbcd01c193d!8m2!3d21.0212543!4d105.8476901!16s%2Fg%2F11xyrcr3pb?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0212543,105.8476901
Hoàn Kiếm,Photo Rain,"https://www.google.com/maps/place/PHOTOBY+VIETNAM/@21.0195793,105.8499737,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab004afcf2ad:0x4074ba57d97c6c96!8m2!3d21.0195793!4d105.8499737!16s%2Fg%2F11w3mm40vf?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0195793,105.8499737
Hoàn Kiếm,Hanoism,"https://www.google.com/maps/place/Life4cuts+photobooth+-+%EC%9D%B8%EC%83%9D%EB%84%A4%EC%BB%B7/@21.0075538,105.8105384,13z/data=!4m10!1m2!2m1!1slife4cuts!3m6!1s0x3135ab006be718d3:0x46a4d4ffe26f7ec0!8m2!3d21.028093!4d105.8499491!15sCglsaWZlNGN1dHNaCyIJbGlmZTRjdXRzkgELcGhvdG9fYm9vdGjgAQA!16s%2Fg%2F11w9skrrqs?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0075538,105.8105384
Hoàng Mai,Fun Studio Tân Mai,"https://www.google.com/maps/place/Fun+Studio+T%C3%A2n+Mai/@20.9835335,105.8494104,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ade3f93378e5:0xab68588e8e150068!8m2!3d20.9835335!4d105.8494104!16s%2Fg%2F11wq31w2lw?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9835335,105.8494104
Hoàng Mai,PHOTO RAZZLE DAZZLE LINHDAM,"https://www.google.com/maps/place/PHOTO+RAZZLE+DAZZLE+LINHDAM/@20.9644618,105.8220466,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad002720db41:0xa8665360f0c36a2c!8m2!3d20.9644618!4d105.8220466!16s%2Fg%2F11y07gdd30?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9644618,105.8220466
Long Biên,Mía Photobooth,"https://www.google.com/maps/place/M%C3%ADa+Photobooth/@21.054466,105.9034717,17z/data=!3m1!4b1!4m6!3m5!1s0x3135a90046034a89:0x39149c939ee448e5!8m2!3d21.054466!4d105.9034717!16s%2Fg%2F11mczdxp78?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.054466,105.9034717
Long Biên,SNAP BOX | Premium Self-Photo Studio,"https://www.google.com/maps/place/Photo+Palette-+Long+Bi%C3%AAn/@21.0497247,105.8837606,17z/data=!3m1!4b1!4m6!3m5!1s0x3135a9005f40019d:0x87881d108b3f34ee!8m2!3d21.0497247!4d105.8837606!16s%2Fg%2F11yh3mz9v3?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0497247,105.8837606
Long Biên,Posé Photobooth,"https://www.google.com/maps/place/SNAP+BOX+%7C+Premium+Self-Photo+Studio/@21.0465135,105.873487,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab091ea095f9:0x5dc0ce3239d0fccf!8m2!3d21.0465135!4d105.873487!16s%2Fg%2F11w3qh91r2?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0465135,105.873487
Long Biên,Photo Easel - PhotoBooth Aeon Mall Long Biên,"https://www.google.com/maps/place/Pos%C3%A9+Photobooth/@21.0449335,105.871902,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab007ea48d57:0x4edd77e9ec03f35!8m2!3d21.0449335!4d105.871902!16s%2Fg%2F11xkr03hvm?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0449335,105.871902
Long Biên,Photo Palette- Long Biên,"https://www.google.com/maps/place/Photo+Easel+-+PhotoBooth+Aeon+Mall+Long+Bi%C3%AAn/@21.0282862,105.8634015,13z/data=!4m10!1m2!2m1!1sphoto+easel+!3m6!1s0x3135a9002abb7825:0x6a9410184d61abb3!8m2!3d21.0282862!4d105.8984204!15sCgtwaG90byBlYXNlbFoNIgtwaG90byBlYXNlbJIBC3Bob3RvX2Jvb3Ro4AEA!16s%2Fg%2F11wc87gy9w?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0282862,105.8634015
Nam Từ Liêm,Happy Photo 2,"https://www.google.com/maps/place/Photoism/@21.0163226,105.7758709,17z/data=!4m10!1m2!2m1!1sphotoism!3m6!1s0x3135ab259128db0b:0xc5c1fc2fad699325!8m2!3d21.0163226!4d105.7780596!15sCghwaG90b2lzbVoKIghwaG90b2lzbZIBEnBob3RvZ3JhcGh5X3N0dWRpb5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSMmVqWmZZMlpSRUFF4AEA-gEECAAQQQ!16s%2Fg%2F11vhscwpcz?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0163226,105.7758709
Nam Từ Liêm,1 SHOT PHOTO、コピー品街,"https://www.google.com/maps/place/1+SHOT+PHOTO%E3%80%81%E3%82%B3%E3%83%94%E3%83%BC%E5%93%81%E8%A1%97/@21.0151696,105.7776755,17z/data=!3m1!4b1!4m6!3m5!1s0x31345500661a6d7d:0x69aba258a8663220!8m2!3d21.0151696!4d105.7776755!16s%2Fg%2F11y37cy_50?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0151696,105.7776755
Nam Từ Liêm,Photoism,"https://www.google.com/maps/place/FotoLab+Vi%E1%BB%87t+Nam/@21.0121945,105.7755704,17z/data=!3m1!4b1!4m6!3m5!1s0x313453000f0ff019:0x1ba4261e78aea4f2!8m2!3d21.0121945!4d105.7755704!16s%2Fg%2F11y8dyy8t9?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0121945,105.7755704
Nam Từ Liêm,Photo Easel,"https://www.google.com/maps/place/Photo+Easel/@21.0057605,105.7454284,15z/data=!4m10!1m2!2m1!1sphoto+easel!3m6!1s0x31345300535ecb15:0x2521e5d8b2f0e20b!8m2!3d21.0057605!4d105.7541831!15sCgtwaG90byBlYXNlbFoNIgtwaG90byBlYXNlbJIBEnBob3RvZ3JhcGh5X3N0dWRpb5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSdWVsOURjR3RCUlJBQuABAPoBBAgAECA!16s%2Fg%2F11lp1q6g0v?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0057605,105.7454284
Nam Từ Liêm,FotoLab Việt Nam,"https://www.google.com/maps/place/Happy+Photo+2/@20.9873266,105.7968971,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad1e6affd7f1:0xd776aed2e615b566!8m2!3d20.9873266!4d105.7968971!16s%2Fg%2F11vdb8t2xw?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9873266,105.7968971
Tây Hồ,Photo Easel - Premium Self Photo Studio,"https://www.google.com/maps/place/Photo+Objet-+Lotte+Mall+West+Lake+H%C3%A0+N%E1%BB%99i/@21.0755176,105.8134479,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab1737ccd6b5:0x29bbeac4bfa88e54!8m2!3d21.0755176!4d105.8134479!16s%2Fg%2F11xg8rxy2j?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0755176,105.8134479
Tây Hồ,PHOTO VIVID,"https://www.google.com/maps/place/SEOHO+Photo+Booth+Premium+Studio+%EC%84%9C%ED%98%B8%EC%82%AC%EC%A7%84%EA%B4%80%EC%8A%A4%ED%8A%9C%EB%94%94%EC%98%A4/@21.0732243,105.8148229,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab9823473967:0xb3d768e9335aaf45!8m2!3d21.0732243!4d105.8148229!16s%2Fg%2F11wx5pmb16?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0732243,105.8148229
Tây Hồ,Photo Enter,"https://www.google.com/maps/place/Market+Photobooth/@21.0698169,105.8131626,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab002824552d:0xb3b5a731603fea2c!8m2!3d21.0698169!4d105.8131626!16s%2Fg%2F11m6rl2jzx?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0698169,105.8131626
Tây Hồ,Photo Objet- Lotte Mall West Lake Hà Nội,"https://www.google.com/maps/place/Haru+Film+Nh%E1%BA%ADt+Chi%C3%AAu/@21.0697601,105.8131553,17z/data=!3m1!4b1!4m6!3m5!1s0x3135aba1b2331db9:0x85cf5a005fc946b5!8m2!3d21.0697601!4d105.8131553!16s%2Fg%2F11w9p07tlr?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0697601,105.8131553
Tây Hồ,Photo Palette - Tây Hồ,"https://www.google.com/maps/place/CameraOn/@21.069237,105.8127691,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab0066a026fd:0xef2ccaff7e64d13c!8m2!3d21.069237!4d105.8127691!16s%2Fg%2F11wvt3qlt7?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.069237,105.8127691
Tây Hồ,Mot hai ba Vivid - Tây Hồ,"https://www.google.com/maps/place/Photoism+H%E1%BB%93+T%C3%A2y/@21.0682858,105.822866,17z/data=!4m10!1m2!2m1!1sphotoism!3m6!1s0x3135abcf8a6693e9:0x4d2579729c8e5f0f!8m2!3d21.0682858!4d105.8250547!15sCghwaG90b2lzbVoKIghwaG90b2lzbZIBEnBob3RvZ3JhcGh5X3N0dWRpb5oBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyMUdNMUl5Y0d4VGJVWjBXV3RLY2xNd01EQlVSbkJ4VG1wS1NtUXlZeEFC4AEA-gEECAAQQQ!16s%2Fg%2F11x2x3mvyb?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0682858,105.822866
Tây Hồ,Linh Linh Photobooth,"https://www.google.com/maps/place/Petite+Film+Photobooth/@21.0600365,105.8339596,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab7b1e3d3a8b:0xc2d30b011ec82569!8m2!3d21.0600365!4d105.8339596!16s%2Fg%2F11lz95fp1x?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0600365,105.8339596
Tây Hồ,Momentfilm Tây Hồ,"https://www.google.com/maps/place/Mot+hai+ba+Vivid+-+T%C3%A2y+H%E1%BB%93/@21.0521315,105.8125985,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab003f5ed54b:0xb2e10f599b8a6a52!8m2!3d21.0521315!4d105.8125985!16s%2Fg%2F11w7hbpkbp?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0521315,105.8125985
Tây Hồ,Haru Film Nhật Chiêu,"https://www.google.com/maps/place/Linh+Linh+Photobooth/@21.0485195,105.8141578,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab00147f6379:0xd4e462f92d8df5b8!8m2!3d21.0485195!4d105.8141578!16s%2Fg%2F11mdkthw4n?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0485195,105.8141578
Tây Hồ,SEOHO Photo Booth Premium Studio 서호사진관스튜디오,"https://www.google.com/maps/place/PHOTO+VIVID/@21.0469362,105.8143323,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab006440fd55:0xde98702d88aa5e34!8m2!3d21.0469362!4d105.8143323!16s%2Fg%2F11w4m9kbxj?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0469362,105.8143323
Tây Hồ,CAMera ON,"https://www.google.com/maps/place/Momentfilm+T%C3%A2y+H%E1%BB%93/@21.043828,105.8214847,17z/data=!3m1!4b1!4m6!3m5!1s0x3135abb9874a1c69:0xec864344af1bae69!8m2!3d21.043828!4d105.8214847!16s%2Fg%2F11wx9mbfpg?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.043828,105.8214847
Tây Hồ,Petite Film Photobooth,"https://www.google.com/maps/place/Photo+Easel+-+Premium+Self+Photo+Studio/@21.0420722,105.8277578,17z/data=!3m1!4b1!4m6!3m5!1s0x3135aba0bb1dc371:0x616a7dbe4d0e8f8b!8m2!3d21.0420722!4d105.8277578!16s%2Fg%2F11yfmtdt3s?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0420722,105.8277578
Tây Hồ,Market Photobooth,"https://www.google.com/maps/place/Photo+Enter/@21.0341033,105.8016326,14z/data=!4m10!1m2!2m1!1sphoto+enter!3m6!1s0x3135ab00724b150b:0xa26e61abcd599b8a!8m2!3d21.0421711!4d105.8259828!15sCgtwaG90byBlbnRlcloNIgtwaG90byBlbnRlcpIBEnBob3RvZ3JhcGh5X3N0dWRpb-ABAA!16s%2Fg%2F11x987_12z?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0341033,105.8016326
Tây Hồ,Photoism Hồ Tây,"https://www.google.com/maps/place/Photo+Palette+-+T%C3%A2y+H%E1%BB%93/@20.9905279,105.006036,8z/data=!4m10!1m3!11m2!2sIwyP8EEmeod9_9UtXBVdnH6EEqELIA!3e3!3m5!1s0x3135abf33796fbb7:0xcfea86a9c6305306!8m2!3d21.070452!4d105.813508!16s%2Fg%2F11vjmp8t8t?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9905279,105.006036
Thanh Trì,Peach Box Photobooth,"https://www.google.com/maps/place/Life4cuts+%EC%9D%B8%EC%83%9D%EB%84%A4%EC%BB%B7+Tri%E1%BB%81u+Kh%C3%BAc/@20.9905279,105.006036,8z/data=!4m10!1m3!11m2!2sIwyP8EEmeod9_9UtXBVdnH6EEqELIA!3e3!3m5!1s0x3135ad35eff60f85:0xbfb67d7ddc041ffb!8m2!3d20.9832171!4d105.8006564!16s%2Fg%2F11kpdgzbtn?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9905279,105.006036
Thanh Trì,Rosyfilm - Photobooth,"https://www.google.com/maps/place/Peach+Box+Photobooth/@20.9413004,105.8500455,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad006f23c4cf:0x321fdeff76e0cadf!8m2!3d20.9413004!4d105.8500455!16s%2Fg%2F11x8rpfg_x?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9413004,105.8500455
Thanh Trì,Life4cuts 인생네컷 Triều Khúc,"https://www.google.com/maps/place/Rosyfilm+-+Photobooth/@20.9165605,105.8682162,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ade9c0f24bb9:0xb81b59be97e09fd3!8m2!3d20.9165605!4d105.8682162!16s%2Fg%2F11x3488180?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9165605,105.8682162
Thanh Xuân,Photo Palette,"https://www.google.com/maps/place/Photo+Easel+-+41+V%C5%A9+Tr%E1%BB%8Dng+Ph%E1%BB%A5ng/@21.0121945,105.7755704,13z/data=!4m10!1m2!2m1!1sphoto+easel+!3m6!1s0x3135ad001d0c522d:0x14ce0d3563a01835!8m2!3d20.9974338!4d105.8097084!15sCgtwaG90byBlYXNlbFoNIgtwaG90byBlYXNlbJIBC3Bob3RvX2Jvb3Ro4AEA!16s%2Fg%2F11yj6k8j3j?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0121945,105.7755704
Thanh Xuân,Fun Studio Royal City,"https://www.google.com/maps/place/Life4cuts+photobooth+-+%EC%9D%B8%EC%83%9D%EB%84%A4%EC%BB%B7/@21.0032494,105.7814113,13z/data=!4m10!1m2!2m1!1slife4cuts!3m6!1s0x3135ad49ca949ad5:0x7fc5f2b11d48f5e4!8m2!3d21.0032494!4d105.8164302!15sCglsaWZlNGN1dHNaCyIJbGlmZTRjdXRzkgELcGhvdG9fYm9vdGjgAQA!16s%2Fg%2F11kptr5tn3?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0032494,105.7814113
Thanh Xuân,Mochi Film - Photobooth,"https://www.google.com/maps/place/Photo+Razzle+Dazzle+Vincom+Royal+City/@21.0032494,105.8164302,17z/data=!3m1!4b1!4m6!3m5!1s0x3135adb51f24b4b1:0xfd1d3411a12919cf!8m2!3d21.0032494!4d105.8164302!16s%2Fg%2F11lnpc6814?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0032494,105.8164302
Thanh Xuân,Photo Razzle Dazzle Vincom Royal City,"https://www.google.com/maps/place/PHOTO+TIME+-+VINCOM+MEGA+MALL+ROYAL+CITY/@21.0032494,105.8164302,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad6ac7addead:0x56cb01ac468567dc!8m2!3d21.0032494!4d105.8164302!16s%2Fg%2F11kpkrbj2r?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0032494,105.8164302
Thanh Xuân,Photo Easel - 41 Vũ Trọng Phụng,"https://www.google.com/maps/place/Fun+Studio+Royal+City/@21.0028475,105.8150866,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad2858a94515:0xb8cdd567255a713f!8m2!3d21.0028475!4d105.8150866!16s%2Fg%2F11h_mvmv42?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0028475,105.8150866
Thanh Xuân,Life4cuts photobooth - 인생네컷,"https://www.google.com/maps/place/Photo+Palette/@20.9971797,105.8098542,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad000f96fe6d:0x919c20e1f36da9a9!8m2!3d20.9971797!4d105.8098542!16s%2Fg%2F11x610hx0g?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9971797,105.8098542
Thanh Xuân,PHOTO TIME - VINCOM MEGA MALL ROYAL CITY,"https://www.google.com/maps/place/Mochi+Film+-+Photobooth/@20.9938063,105.8024617,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad007634e97d:0x9afc3768c888a053!8m2!3d20.9938063!4d105.8024617!16s%2Fg%2F11m65tvfb5?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9938063,105.8024617
Thanh Xuân,Photosona Triều Khúc,"https://www.google.com/maps/place/PHOTOISM/@20.9855644,105.7982929,17z/data=!4m10!1m2!2m1!1sphotoism!3m6!1s0x3135ad000b87ee05:0x51e8ad6587f68f99!8m2!3d20.9864786!4d105.7995448!15sCghwaG90b2lzbVoKIghwaG90b2lzbZIBEnBob3RvZ3JhcGh5X3N0dWRpb5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOWWJrMXBjME5SRUFF4AEA-gEECAAQKg!16s%2Fg%2F11lnhp60_f?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9855644,105.7982929
Thanh Xuân,PHOTOISM,"https://www.google.com/maps/place/Photosona+Tri%E1%BB%81u+Kh%C3%BAc/@20.9855644,105.7982929,17z/data=!3m1!4b1!4m6!3m5!1s0x3135adf92c80c9b9:0x273c680e3075abe7!8m2!3d20.9855644!4d105.7982929!16s%2Fg%2F11xlzkxhf6?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9855644,105.7982929
Thường Tín,Sweet Kitty Film,"https://www.google.com/maps/place/Sweet+Kitty+Film/@20.8950934,105.8510248,17z/data=!3m1!4b1!4m6!3m5!1s0x3135b300697180e7:0x8b02dcaedfce3784!8m2!3d20.8950934!4d105.8510248!16s%2Fg%2F11x63qn1pn?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.8950934,105.8510248
tỉnh khác,Filmong Photobooth,"https://www.google.com/maps/place/Filmong+Photobooth/@20.9514402,107.0986457,17z/data=!3m1!4b1!4m6!3m5!1s0x314a59388bb2f355:0xdb66bdc4a083ea88!8m2!3d20.9514402!4d107.0986457!16s%2Fg%2F11ydmpr067!17m2!4m1!1e3!18m1!1e1?entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",,,,20.9514402,107.0986457